17/03/2023 11:01:08 AM - INFO - =================================
17/03/2023 11:01:08 AM - INFO - Início do Programa
17/03/2023 11:01:08 AM - INFO - *** Instância de Title - linha: 0, coluna: 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 2, coluna: 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 3, coluna 5***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 5***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 5***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 1, coluna 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 1, coluna 5***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 1, coluna 7***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 9***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 10***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 1, coluna 11***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 12***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 1, coluna 13***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 14***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 1, coluna 15***
17/03/2023 11:01:09 AM - INFO - *** Instância de AreaFrame - linha: 0, coluna: 0 ***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 5***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 7***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 7***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 5***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 0, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de AreaFrame - linha: 1, coluna: 0 ***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 7, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 8, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 8, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 9, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 10, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 11, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 8, coluna 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 8, coluna 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 9, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 10, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 11, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 0, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 2, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 2, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 3, coluna 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 3, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de AreaFrame - linha: 2, coluna: 0 ***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 5***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 7***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 7***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 5***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 0, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de AreaFrame - linha: 3, coluna: 0 ***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 0, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de AreaFrame - linha: 4, coluna: 0 ***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 5***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 7***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 10***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 9***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 11***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 10***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 10***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 12***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 12***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 14***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 12***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 12***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 13***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 15***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 14***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 14***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 15***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 0, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de AreaFrame - linha: 5, coluna: 0 ***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 0, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de AreaFrame - linha: 6, coluna: 0 ***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 5***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 7***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 10***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 9***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 11***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 10***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 10***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 12***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 12***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 14***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 12***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 12***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 13***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 15***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 14***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 14***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 15***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 0, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de AreaFrame - linha: 7, coluna: 0 ***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 0, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 1, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 2, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de AreaFrame - linha: 8, coluna: 0 ***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 0***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 1***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 3***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 2***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 4***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 5***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 7***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 6***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 10***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 8***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 9***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 11***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 10***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 10***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 3, coluna: 12***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 12***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 14***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 5, coluna: 12***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 6, coluna: 12***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 13***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 4, coluna 15***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 5, coluna 14***
17/03/2023 11:01:09 AM - INFO - *** Instância de Input - linha: 6, coluna 14***
17/03/2023 11:01:09 AM - INFO - *** Instância de Title - linha: 4, coluna: 15***
